,Date,Address,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,dayofyear,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,weight_1,weight_2,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,1week_halfmile,1week_1mile,1week_5mile,1month_halfmile,1month_1mile,1month_5mile,1quarter_halfmile,1quarter_1mile,1quarter_5mile
1763,2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,4,0,236,0,1,0,0,0,0,0,0.7991185425377252,0.20088145746227484,80.79911854253773,69.0,75.0,0.8035258298490994,67.0,69.0,0.0,10.0,0.0,0.0,0.208035258298491,29.14995592712689,29.81200881457462,5.560264437238683,25.0,7.259823708507545,1,1,1,1,1,1,1,1,1
1764,2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,21,0,236,0,0,1,0,0,0,0,0.7991185425377252,0.20088145746227484,80.79911854253773,69.0,75.0,0.8035258298490994,67.0,69.0,0.0,10.0,0.0,0.0,0.208035258298491,29.14995592712689,29.81200881457462,5.560264437238683,25.0,7.259823708507545,1,1,1,1,1,1,1,1,1
1765,2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,236,0,0,0,1,0,0,0,0.7991185425377252,0.20088145746227484,80.79911854253773,69.0,75.0,0.8035258298490994,67.0,69.0,0.0,10.0,0.0,0.0,0.208035258298491,29.14995592712689,29.81200881457462,5.560264437238683,25.0,7.259823708507545,1,1,1,1,1,1,1,1,1
1766,2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,236,0,0,0,0,0,0,1,0.7991185425377252,0.20088145746227484,80.79911854253773,69.0,75.0,0.8035258298490994,67.0,69.0,0.0,10.0,0.0,0.0,0.208035258298491,29.14995592712689,29.81200881457462,5.560264437238683,25.0,7.259823708507545,1,1,1,1,1,1,1,1,1
1767,2007-08-24,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,5,1,236,0,1,0,0,0,0,0,0.7902842549056472,0.20971574509435267,80.79028425490564,69.0,75.0,0.8388629803774107,67.0,69.0,0.0,10.0,0.0,0.0,0.2083886298037741,29.14951421274528,29.81209715745094,5.562914723528305,25.0,7.258056850981128,0,0,1,0,0,1,0,0,1
1768,2007-08-24,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,3,0,236,0,0,1,0,0,0,0,0.7902842549056472,0.20971574509435267,80.79028425490564,69.0,75.0,0.8388629803774107,67.0,69.0,0.0,10.0,0.0,0.0,0.2083886298037741,29.14951421274528,29.81209715745094,5.562914723528305,25.0,7.258056850981128,0,0,1,0,0,1,0,0,1
1769,2007-08-24,"2500 South Throop Street, Chicago, IL 60608, USA",25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,3,0,236,0,1,0,0,0,0,0,0.7359329503037485,0.26406704969625155,80.73593295030375,69.0,75.0,1.0562681987850062,67.0,69.0,0.0,10.0,0.0,0.0,0.21056268198785008,29.14679664751519,29.812640670496965,5.579220114908876,25.0,7.24718659006075,0,0,1,0,0,1,0,0,1
1770,2007-08-24,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,8,0,236,0,1,0,0,0,0,0,0.6749127318847756,0.32508726811522437,80.67491273188477,69.0,75.0,1.3003490724608975,67.0,69.0,0.0,10.0,0.0,0.0,0.213003490724609,29.14374563659424,29.813250872681152,5.597526180434567,25.0,7.234982546376955,0,0,1,0,0,1,0,0,1
1771,2007-08-24,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,2,0,236,0,0,1,0,0,0,0,0.6749127318847756,0.32508726811522437,80.67491273188477,69.0,75.0,1.3003490724608975,67.0,69.0,0.0,10.0,0.0,0.0,0.213003490724609,29.14374563659424,29.813250872681152,5.597526180434567,25.0,7.234982546376955,0,0,1,0,0,1,0,0,1
1772,2007-08-24,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0,236,0,0,0,1,0,0,0,0.6749127318847756,0.32508726811522437,80.67491273188477,69.0,75.0,1.3003490724608975,67.0,69.0,0.0,10.0,0.0,0.0,0.213003490724609,29.14374563659424,29.813250872681152,5.597526180434567,25.0,7.234982546376955,0,0,1,0,0,1,0,0,1
1773,2007-08-24,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,1,0,236,0,1,0,0,0,0,0,0.7683718893709933,0.23162811062900662,80.76837188937098,69.0,75.0,0.9265124425160265,67.0,69.0,0.0,10.0,0.0,0.0,0.20926512442516026,29.148418594468545,29.812316281106288,5.569488433188702,24.999999999999996,7.253674377874198,0,0,1,0,0,1,0,0,1
1774,2007-08-24,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,4,0,236,0,0,1,0,0,0,0,0.7683718893709933,0.23162811062900662,80.76837188937098,69.0,75.0,0.9265124425160265,67.0,69.0,0.0,10.0,0.0,0.0,0.20926512442516026,29.148418594468545,29.812316281106288,5.569488433188702,24.999999999999996,7.253674377874198,0,0,1,0,0,1,0,0,1
1775,2007-08-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,3,0,236,0,1,0,0,0,0,0,0.6093784171149538,0.3906215828850462,80.60937841711495,69.0,75.0,1.562486331540185,67.0,69.0,0.0,10.0,0.0,0.0,0.21562486331540187,29.140468920855746,29.81390621582885,5.617186474865514,25.0,7.22187568342299,1,1,1,1,1,1,1,1,1
1776,2007-08-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,2,0,236,0,0,1,0,0,0,0,0.6093784171149538,0.3906215828850462,80.60937841711495,69.0,75.0,1.562486331540185,67.0,69.0,0.0,10.0,0.0,0.0,0.21562486331540187,29.140468920855746,29.81390621582885,5.617186474865514,25.0,7.22187568342299,1,1,1,1,1,1,1,1,1
1777,2007-08-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,2,0,236,0,1,0,0,0,0,0,0.7697483973303887,0.23025160266961128,80.76974839733037,69.0,75.0,0.9210064106784451,67.0,69.0,0.0,10.0,0.0,0.0,0.20921006410678444,29.14848741986652,29.812302516026694,5.569075480800883,24.999999999999996,7.253949679466077,0,0,1,0,0,1,0,0,1
1778,2007-08-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,8,0,236,0,0,1,0,0,0,0,0.7697483973303887,0.23025160266961128,80.76974839733037,69.0,75.0,0.9210064106784451,67.0,69.0,0.0,10.0,0.0,0.0,0.20921006410678444,29.14848741986652,29.812302516026694,5.569075480800883,24.999999999999996,7.253949679466077,0,0,1,0,0,1,0,0,1
1779,2007-08-24,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,3,0,236,0,1,0,0,0,0,0,0.7508034334874589,0.24919656651254107,80.75080343348746,69.0,75.0,0.9967862660501643,67.0,69.0,0.0,10.0,0.0,0.0,0.20996786266050166,29.147540171674372,29.812491965665124,5.574758969953762,25.0,7.250160686697491,0,0,1,0,0,1,0,0,1
1780,2007-08-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,15,1,236,0,1,0,0,0,0,0,0.48268587139048,0.5173141286095201,80.48268587139049,69.0,75.0,2.0692565144380803,67.0,69.0,0.0,10.0,0.0,0.0,0.22069256514438082,29.134134293569527,29.815173141286095,5.655194238582856,25.0,7.196537174278097,1,1,1,1,1,1,1,1,1
1781,2007-08-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,3,0,236,0,0,1,0,0,0,0,0.48268587139048,0.5173141286095201,80.48268587139049,69.0,75.0,2.0692565144380803,67.0,69.0,0.0,10.0,0.0,0.0,0.22069256514438082,29.134134293569527,29.815173141286095,5.655194238582856,25.0,7.196537174278097,1,1,1,1,1,1,1,1,1
1782,2007-08-24,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,6,1,236,0,0,1,0,0,0,0,0.7958354945227628,0.2041645054772372,80.79583549452276,69.0,75.0,0.8166580219089488,67.0,69.0,0.0,10.0,0.0,0.0,0.20816658021908951,29.14979177472614,29.81204164505477,5.561249351643171,25.0,7.259167098904552,0,0,1,0,0,1,0,0,1
1783,2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,5,0,236,0,1,0,0,0,0,0,0.773908872270579,0.22609112772942103,80.77390887227058,69.0,75.0,0.9043645109176841,67.0,69.0,0.0,10.0,0.0,0.0,0.20904364510917686,29.14869544361353,29.812260911277292,5.567827338318827,25.0,7.254781774454115,0,0,1,0,0,1,0,0,1
1784,2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0,236,0,0,1,0,0,0,0,0.773908872270579,0.22609112772942103,80.77390887227058,69.0,75.0,0.9043645109176841,67.0,69.0,0.0,10.0,0.0,0.0,0.20904364510917686,29.14869544361353,29.812260911277292,5.567827338318827,25.0,7.254781774454115,0,0,1,0,0,1,0,0,1
1785,2007-08-24,"3500 West 51st Street, Chicago, IL 60632, USA",35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,2,0,236,0,1,0,0,0,0,0,0.8729325702689558,0.1270674297310442,80.87293257026896,69.0,75.0,0.5082697189241768,67.0,69.0,0.0,10.0,0.0,0.0,0.20508269718924177,29.153646628513446,29.81127067429731,5.538120228919313,25.0,7.274586514053791,0,0,1,0,0,1,0,0,1
1786,2007-08-24,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,9,1,236,0,1,0,0,0,0,0,0.38746875007304166,0.6125312499269585,80.38746875007305,69.00000000000001,75.00000000000001,2.450124999707834,67.0,69.00000000000001,0.0,10.000000000000002,0.0,0.0,0.22450124999707838,29.129373437503656,29.816125312499274,5.683759374978088,25.000000000000007,7.177493750014609,0,1,1,0,1,1,0,1,1
1787,2007-08-24,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,17,0,236,0,0,1,0,0,0,0,0.38746875007304166,0.6125312499269585,80.38746875007305,69.00000000000001,75.00000000000001,2.450124999707834,67.0,69.00000000000001,0.0,10.000000000000002,0.0,0.0,0.22450124999707838,29.129373437503656,29.816125312499274,5.683759374978088,25.000000000000007,7.177493750014609,0,1,1,0,1,1,0,1,1
1788,2007-08-24,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,8,0,236,0,1,0,0,0,0,0,0.5602029797246328,0.4397970202753671,80.56020297972464,69.0,75.0,1.7591880811014684,67.0,69.0,0.0,10.0,0.0,0.0,0.21759188081101466,29.138010148986233,29.814397970202755,5.63193910608261,25.0,7.212040595944926,1,1,1,1,1,1,1,1,1
1789,2007-08-24,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,6,0,236,0,0,1,0,0,0,0,0.5602029797246328,0.4397970202753671,80.56020297972464,69.0,75.0,1.7591880811014684,67.0,69.0,0.0,10.0,0.0,0.0,0.21759188081101466,29.138010148986233,29.814397970202755,5.63193910608261,25.0,7.212040595944926,1,1,1,1,1,1,1,1,1
1790,2007-08-24,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,6,0,236,0,1,0,0,0,0,0,0.8502680561194299,0.1497319438805701,80.85026805611942,69.0,75.0,0.5989277755222804,67.0,69.0,0.0,10.0,0.0,0.0,0.2059892777552228,29.152513402805972,29.811497319438804,5.544919583164171,25.0,7.270053611223886,0,0,1,0,0,1,0,0,1
1791,2007-08-24,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,1,0,236,0,0,1,0,0,0,0,0.8502680561194299,0.1497319438805701,80.85026805611942,69.0,75.0,0.5989277755222804,67.0,69.0,0.0,10.0,0.0,0.0,0.2059892777552228,29.152513402805972,29.811497319438804,5.544919583164171,25.0,7.270053611223886,0,0,1,0,0,1,0,0,1
1792,2007-08-24,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,4,0,236,0,1,0,0,0,0,0,0.5815038929588812,0.41849610704111895,80.58150389295889,69.0,75.00000000000001,1.6739844281644758,67.0,69.0,0.0,10.0,0.0,0.0,0.21673984428164478,29.139075194647944,29.814184961070413,5.625548832112337,25.000000000000004,7.216300778591777,1,1,1,1,1,1,1,1,1
1793,2007-08-24,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,1,0,236,0,0,1,0,0,0,0,0.5815038929588812,0.41849610704111895,80.58150389295889,69.0,75.00000000000001,1.6739844281644758,67.0,69.0,0.0,10.0,0.0,0.0,0.21673984428164478,29.139075194647944,29.814184961070413,5.625548832112337,25.000000000000004,7.216300778591777,1,1,1,1,1,1,1,1,1
1794,2007-08-24,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,7,0,236,0,1,0,0,0,0,0,0.7732302835134249,0.22676971648657507,80.77323028351341,69.0,75.0,0.9070788659463003,67.0,69.0,0.0,10.0,0.0,0.0,0.20907078865946302,29.14866151417567,29.812267697164863,5.568030914945973,25.0,7.2546460567026845,0,0,1,0,0,1,0,0,1
1795,2007-08-24,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,9,0,236,0,0,1,0,0,0,0,0.7732302835134249,0.22676971648657507,80.77323028351341,69.0,75.0,0.9070788659463003,67.0,69.0,0.0,10.0,0.0,0.0,0.20907078865946302,29.14866151417567,29.812267697164863,5.568030914945973,25.0,7.2546460567026845,0,0,1,0,0,1,0,0,1
1796,2007-08-24,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,2,0,236,0,0,1,0,0,0,0,0.5473463676534776,0.45265363234652234,80.54734636765346,69.0,75.0,1.8106145293860894,67.0,69.0,0.0,10.0,0.0,0.0,0.21810614529386088,29.13736731838267,29.814526536323463,5.635796089703955,25.0,7.2094692735306944,1,1,1,1,1,1,1,1,1
1797,2007-08-24,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,16,0,236,0,1,0,0,0,0,0,0.7309791295396024,0.2690208704603977,80.7309791295396,69.0,75.00000000000001,1.0760834818415907,67.00000000000001,69.0,0.0,10.000000000000002,0.0,0.0,0.21076083481841593,29.146548956476984,29.81269020870461,5.58070626113812,25.000000000000004,7.246195825907921,0,0,1,0,0,1,0,0,1
1798,2007-08-24,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,15,0,236,0,0,1,0,0,0,0,0.7309791295396024,0.2690208704603977,80.7309791295396,69.0,75.00000000000001,1.0760834818415907,67.00000000000001,69.0,0.0,10.000000000000002,0.0,0.0,0.21076083481841593,29.146548956476984,29.81269020870461,5.58070626113812,25.000000000000004,7.246195825907921,0,0,1,0,0,1,0,0,1
1799,2007-08-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,35,0,236,0,1,0,0,0,0,0,0.44127097634568785,0.5587290236543122,80.44127097634569,69.0,75.0,2.234916094617249,67.0,69.0,0.0,10.0,0.0,0.0,0.22234916094617252,29.132063548817285,29.815587290236543,5.667618707096294,25.0,7.188254195269138,1,1,1,1,1,1,1,1,1
1800,2007-08-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,27,1,236,0,0,1,0,0,0,0,0.44127097634568785,0.5587290236543122,80.44127097634569,69.0,75.0,2.234916094617249,67.0,69.0,0.0,10.0,0.0,0.0,0.22234916094617252,29.132063548817285,29.815587290236543,5.667618707096294,25.0,7.188254195269138,1,1,1,1,1,1,1,1,1
1801,2007-08-24,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,4,0,236,0,1,0,0,0,0,0,0.5662673795841648,0.4337326204158352,80.56626737958416,69.0,75.0,1.7349304816633409,67.0,69.0,0.0,10.0,0.0,0.0,0.21734930481663342,29.13831336897921,29.81433732620416,5.630119786124751,25.0,7.213253475916833,1,1,1,1,1,1,1,1,1
1802,2007-08-24,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,3,0,236,0,0,1,0,0,0,0,0.5662673795841648,0.4337326204158352,80.56626737958416,69.0,75.0,1.7349304816633409,67.0,69.0,0.0,10.0,0.0,0.0,0.21734930481663342,29.13831336897921,29.81433732620416,5.630119786124751,25.0,7.213253475916833,1,1,1,1,1,1,1,1,1
1803,2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,106,1,236,0,1,0,0,0,0,0,0.7556439162357468,0.24435608376425322,80.75564391623575,69.0,75.0,0.9774243350570129,67.0,69.0,0.0,10.0,0.0,0.0,0.20977424335057016,29.14778219581179,29.812443560837643,5.573306825129276,25.0,7.251128783247149,0,0,1,0,0,1,0,0,1
1804,2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,53,1,236,0,0,1,0,0,0,0,0.7556439162357468,0.24435608376425322,80.75564391623575,69.0,75.0,0.9774243350570129,67.0,69.0,0.0,10.0,0.0,0.0,0.20977424335057016,29.14778219581179,29.812443560837643,5.573306825129276,25.0,7.251128783247149,0,0,1,0,0,1,0,0,1
1805,2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,1,0,236,0,0,0,1,0,0,0,0.7556439162357468,0.24435608376425322,80.75564391623575,69.0,75.0,0.9774243350570129,67.0,69.0,0.0,10.0,0.0,0.0,0.20977424335057016,29.14778219581179,29.812443560837643,5.573306825129276,25.0,7.251128783247149,0,0,1,0,0,1,0,0,1
1806,2007-08-24,"4200 West 31st Street, Chicago, IL 60623, USA",42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,1,0,236,0,1,0,0,0,0,0,0.8221169824369939,0.177883017563006,80.822116982437,69.0,75.0,0.711532070252024,67.0,69.0,0.0,10.0,0.0,0.0,0.20711532070252023,29.151105849121848,29.811778830175626,5.553364905268901,24.999999999999996,7.264423396487398,0,0,1,0,0,1,0,0,1
1807,2007-08-24,"4200 West 31st Street, Chicago, IL 60623, USA",42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,1,0,236,0,0,1,0,0,0,0,0.8221169824369939,0.177883017563006,80.822116982437,69.0,75.0,0.711532070252024,67.0,69.0,0.0,10.0,0.0,0.0,0.20711532070252023,29.151105849121848,29.811778830175626,5.553364905268901,24.999999999999996,7.264423396487398,0,0,1,0,0,1,0,0,1
1808,2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,5,0,236,0,1,0,0,0,0,0,0.5647881955871449,0.43521180441285506,80.56478819558714,69.0,75.0,1.7408472176514203,67.0,69.0,0.0,10.0,0.0,0.0,0.2174084721765142,29.138239409779356,29.814352118044127,5.6305635413238555,25.0,7.212957639117429,0,1,1,0,1,1,0,1,1
1809,2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,4,0,236,0,0,1,0,0,0,0,0.5647881955871449,0.43521180441285506,80.56478819558714,69.0,75.0,1.7408472176514203,67.0,69.0,0.0,10.0,0.0,0.0,0.2174084721765142,29.138239409779356,29.814352118044127,5.6305635413238555,25.0,7.212957639117429,0,1,1,0,1,1,0,1,1
1810,2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,19,1,236,0,1,0,0,0,0,0,0.5005809498725637,0.49941905012743626,80.50058094987256,69.0,75.0,1.997676200509745,67.0,69.0,0.0,10.0,0.0,0.0,0.21997676200509747,29.135029047493628,29.814994190501274,5.649825715038231,25.0,7.200116189974512,0,1,1,0,1,1,0,1,1
1811,2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,12,0,236,0,0,1,0,0,0,0,0.5005809498725637,0.49941905012743626,80.50058094987256,69.0,75.0,1.997676200509745,67.0,69.0,0.0,10.0,0.0,0.0,0.21997676200509747,29.135029047493628,29.814994190501274,5.649825715038231,25.0,7.200116189974512,0,1,1,0,1,1,0,1,1
1812,2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,0,236,0,0,0,1,0,0,0,0.5005809498725637,0.49941905012743626,80.50058094987256,69.0,75.0,1.997676200509745,67.0,69.0,0.0,10.0,0.0,0.0,0.21997676200509747,29.135029047493628,29.814994190501274,5.649825715038231,25.0,7.200116189974512,0,1,1,0,1,1,0,1,1
1813,2007-08-24,"4700 South Cornell Avenue, Chicago, IL 60615, USA",47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,2,0,236,0,0,1,0,0,0,0,0.7048201890201273,0.2951798109798727,80.70482018902013,69.0,75.0,1.180719243919491,67.0,69.0,0.0,10.0,0.0,0.0,0.21180719243919494,29.145241009451006,29.8129517981098,5.588553943293962,25.0,7.240964037804025,0,0,1,0,0,1,0,0,1
1814,2007-08-24,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,8,0,236,0,1,0,0,0,0,0,0.4869887481417533,0.5130112518582467,80.48698874814175,69.0,75.0,2.052045007432987,67.0,69.0,0.0,10.0,0.0,0.0,0.22052045007432985,29.13434943740709,29.81513011251858,5.653903375557474,25.0,7.19739774962835,0,0,1,0,0,1,0,0,1
1815,2007-08-24,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,3,0,236,0,0,1,0,0,0,0,0.4869887481417533,0.5130112518582467,80.48698874814175,69.0,75.0,2.052045007432987,67.0,69.0,0.0,10.0,0.0,0.0,0.22052045007432985,29.13434943740709,29.81513011251858,5.653903375557474,25.0,7.19739774962835,0,0,1,0,0,1,0,0,1
1816,2007-08-24,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,236,0,1,0,0,0,0,0,0.9312308335063325,0.06876916649366739,80.93123083350632,68.99999999999999,75.0,0.27507666597466957,67.0,68.99999999999999,0.0,9.999999999999998,0.0,0.0,0.20275076665974667,29.156561541675313,29.810687691664935,5.5206307499481,24.999999999999996,7.286246166701266,0,0,1,0,0,1,0,0,1
1817,2007-08-24,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,236,0,0,1,0,0,0,0,0.9312308335063325,0.06876916649366739,80.93123083350632,68.99999999999999,75.0,0.27507666597466957,67.0,68.99999999999999,0.0,9.999999999999998,0.0,0.0,0.20275076665974667,29.156561541675313,29.810687691664935,5.5206307499481,24.999999999999996,7.286246166701266,0,0,1,0,0,1,0,0,1
1818,2007-08-24,"5000 South Union Avenue, Chicago, IL 60609, USA",50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,17,1,236,0,1,0,0,0,0,0,0.7588739472516379,0.24112605274836207,80.75887394725163,69.0,75.0,0.9645042109934483,67.0,69.0,0.0,10.0,0.0,0.0,0.2096450421099345,29.14794369736258,29.812411260527483,5.5723378158245085,25.0,7.251774789450327,0,0,1,0,0,1,0,0,1
